chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr1	149566038	149566200	163	7	84	0.515	0.671
chr1	149567401	149567522	122	6	63	0.516	0.738
chr1	149614372	149614635	264	14	138	0.523	0.782
chr1	149637458	149637675	218	14	121	0.555	0.91
chr1	149637891	149638133	243	19	142	0.584	0.931
chr1	149652209	149652687	479	54	322	0.672	0.998
chr1	149653621	149653746	126	22	104	0.825	1.057
chr1	149676797	149677082	286	36	208	0.727	0.956
chr1	150059472	150060258	787	84	514	0.653	1.003
chr1	150061096	150062481	1386	125	881	0.636	0.893
chr1	150076332	150076659	328	39	244	0.744	0.873
chr1	150189581	150189743	163	25	131	0.804	0.95
chr1	150190172	150190626	455	62	332	0.73	1.024
chr1	150203744	150204302	559	67	412	0.737	0.883
chr1	150252806	150253650	845	116	639	0.756	0.96
chr1	150296608	150296764	157	18	122	0.777	0.76
chr1	150334099	150334413	315	26	201	0.638	0.843
chr1	150625834	150627211	1378	161	871	0.632	1.173
chr1	150627747	150627945	199	33	164	0.824	0.998
chr1	150628112	150628767	656	57	407	0.62	0.913
chr1	150634830	150635017	188	27	142	0.755	1.054
chr1	150636209	150636335	127	16	92	0.724	1.092
chr1	150636453	150636826	374	43	255	0.682	1.034
chr1	150664471	150665581	1111	95	686	0.617	0.901
chr1	150679948	150680324	377	38	232	0.615	1.067
chr1	151252926	151253282	357	19	169	0.473	0.958
chr1	151469603	151469752	150	19	112	0.747	0.945
chr1	151474995	151475342	348	35	244	0.701	0.823
chr1	151771882	151771986	105	12	81	0.771	1.522
chr1	152100497	152100673	177	20	112	0.633	1.147
chr1	152227285	152227742	458	56	352	0.769	0.834
chr1	152230334	152230446	113	19	90	0.796	1.104
chr1	152250136	152250362	227	30	177	0.78	0.914
chr1	152251852	152252311	460	66	346	0.752	1.022
chr1	152282015	152282400	386	47	287	0.744	0.882
chr1	152795539	152795649	111	8	63	0.568	0.984
chr1	152795895	152797023	1129	56	586	0.519	0.744
chr1	153083875	153084477	603	34	294	0.488	0.949
chr1	153085353	153085649	297	25	179	0.603	0.984
chr1	153312017	153312169	153	14	83	0.542	1.312
chr1	153357214	153357288	75	6	38	0.507	1.442
chr1	153425763	153425930	168	8	77	0.458	0.908
chr1	153567439	153567735	297	24	179	0.603	0.939
chr1	153574772	153576708	1937	113	1089	0.562	0.759
chr1	153647919	153648094	176	10	83	0.472	1.029
chr1	153653872	153654702	831	110	614	0.739	0.97
chr1	154165631	154165918	288	19	156	0.542	0.963
chr1	154166108	154166827	720	38	371	0.515	0.807
chr1	154167247	154168057	811	51	438	0.54	0.869
chr1	154235586	154235754	169	11	107	0.633	0.671
chr1	154394412	154394526	115	8	66	0.574	0.95
chr1	154396058	154396879	822	47	458	0.557	0.737
chr1	154397025	154397468	444	21	245	0.552	0.625
chr1	154399264	154399929	666	41	408	0.613	0.657
chr1	154400073	154400922	850	55	470	0.553	0.863
chr1	154491927	154492079	153	14	83	0.542	1.312
chr1	154611857	154612128	272	19	161	0.592	0.853
chr1	154837200	154837471	272	21	173	0.636	0.824
chr1	154838546	154838664	119	19	95	0.798	1.105
chr1	154850384	154850529	146	13	78	0.534	1.318
chr1	154852139	154852240	102	9	65	0.637	0.874
chr1	155089695	155089929	235	14	139	0.591	0.739
chr1	155090095	155090469	375	23	219	0.584	0.748
chr1	155117698	155117888	191	10	100	0.524	0.772
chr1	155437916	155438088	173	14	108	0.624	0.849
chr1	155438652	155438926	275	25	168	0.611	0.983
chr1	155439857	155440295	439	73	346	0.788	1.085
chr1	155633275	155633485	211	14	134	0.635	0.688
chr1	155634550	155634807	258	14	154	0.597	0.644
chr1	155833727	155833954	228	15	130	0.57	0.838
chr1	155889428	155889689	262	18	159	0.607	0.805
chr1	156280473	156280585	113	12	70	0.619	1.111
chr1	156375395	156375503	109	11	69	0.633	1.018
chr1	156393794	156394810	1017	61	575	0.565	0.784
chr1	156395086	156397023	1938	111	1085	0.56	0.75
chr1	156397193	156397384	192	7	92	0.479	0.643
chr1	156878495	156879281	787	72	501	0.637	0.903
chr1	156880679	156881074	396	39	263	0.664	0.906
chr1	156881234	156881406	173	19	117	0.676	0.966
chr1	156881626	156881745	120	8	63	0.525	0.968
chr1	156884577	156884786	210	28	151	0.719	1.105
chr1	156885152	156885279	128	13	88	0.688	0.897
chr1	156886391	156886832	442	46	310	0.701	0.847
chr1	156888620	156888925	306	20	193	0.631	0.659
chr1	156917568	156917681	114	9	69	0.605	0.867
chr1	157143448	157144151	704	98	528	0.75	1.016
chr1	157153378	157153633	256	21	155	0.605	0.906
chr1	157185823	157186412	590	84	449	0.761	0.983
chr1	157186585	157186882	298	39	216	0.725	0.998
chr1	157189516	157190032	517	31	252	0.487	1.01
chr1	157579306	157579901	596	76	452	0.758	0.888
chr1	157610810	157610977	168	23	138	0.821	0.841
chr1	157611249	157611608	360	45	247	0.686	1.067
chr1	157611812	157612236	425	17	217	0.511	0.617
chr1	157612451	157613150	700	56	457	0.653	0.752
chr1	157614144	157614273	130	18	109	0.838	0.796
chr1	157614422	157615183	762	84	550	0.722	0.893
chr1	157616879	157617516	638	34	381	0.597	0.618
chr1	157618623	157618822	200	29	151	0.755	1.034
chr1	157619746	157619968	223	31	163	0.731	1.066
chr1	157620121	157620577	457	47	287	0.628	1.072
chr1	157620736	157621351	616	32	344	0.558	0.674
chr1	157621490	157621679	190	21	120	0.632	1.109
chr1	157622758	157623222	465	28	252	0.542	0.821
chr1	157624959	157625408	450	35	266	0.591	0.892
chr1	157627351	157627429	79	5	43	0.544	1.197
chr1	157627715	157628128	414	21	234	0.565	0.635
chr1	157628770	157629114	345	32	236	0.684	0.801
chr1	157812944	157813049	106	10	58	0.547	1.364
chr1	157813760	157814055	296	12	149	0.503	0.642
chr1	157814845	157815247	403	18	211	0.524	0.652
chr1	157816027	157816649	623	29	323	0.518	0.693
chr1	157817206	157817569	364	19	209	0.574	0.646
chr1	157818428	157818604	177	9	96	0.542	0.694
chr1	157842456	157842595	140	12	88	0.629	0.87
chr1	157997847	157999066	1220	157	873	0.716	1.007
chr1	158128517	158128817	301	14	165	0.548	0.62
chr1	158128960	158129818	859	121	664	0.773	0.945
chr1	158227105	158227237	133	8	64	0.481	1.048
chr1	158305153	158306764	1612	175	1165	0.723	0.831
chr1	158527759	158528289	531	55	348	0.655	1.001
chr1	158558693	158559192	500	65	381	0.762	0.902
chr1	158564576	158565041	466	48	343	0.736	0.761
chr1	158603323	158603724	402	70	329	0.818	1.048
chr1	158835346	158836947	1602	91	911	0.569	0.724
chr1	158837427	158837625	199	8	97	0.487	0.683
chr1	158837973	158838293	321	10	150	0.467	0.663
chr1	159081058	159081215	158	9	76	0.481	0.988
chr1	159081712	159082129	418	33	247	0.591	0.919
chr1	159082546	159083458	913	104	652	0.714	0.909
chr1	159129859	159130810	952	89	643	0.675	0.832
chr1	159149603	159149710	108	14	78	0.722	1
chr1	159168176	159169173	998	130	752	0.754	0.918
chr1	159454616	159454779	164	12	98	0.598	0.842
chr1	159459690	159459825	136	8	59	0.434	1.251
chr1	159587876	159588050	175	10	82	0.469	1.047
chr1	159641717	159642446	730	80	498	0.682	0.97
chr1	159677651	159677738	88	10	59	0.67	1.019
chr1	159693621	159694107	487	32	246	0.505	1.032
chr1	159695332	159695686	355	62	289	0.814	1.07
chr1	159695878	159696062	185	32	158	0.854	0.949
chr1	159696292	159696989	698	83	485	0.695	0.985
chr1	160146914	160147032	119	6	69	0.58	0.606
chr1	160161504	160161629	126	10	67	0.532	1.125
chr1	160176592	160178199	1608	141	996	0.619	0.922
chr1	160179247	160179538	292	24	173	0.592	0.937
chr1	160179683	160179887	205	10	114	0.556	0.651
chr1	160315923	160317058	1136	129	761	0.67	1.014
chr1	160365540	160366426	887	102	592	0.667	1.034
chr1	160697826	160697961	136	8	63	0.463	1.097
chr1	160760205	160760671	467	34	266	0.57	0.898
chr1	160760940	160761312	373	22	208	0.558	0.766
chr1	160761656	160762048	393	33	247	0.628	0.852
chr1	160762286	160762490	205	28	143	0.698	1.123
chr1	160762664	160762949	286	40	208	0.727	1.059
chr1	160764940	160765064	125	5	66	0.528	0.582
chr1	160765580	160765809	230	8	113	0.491	0.576
chr1	160766040	160766465	426	72	331	0.777	1.143
chr1	160766793	160767871	1079	105	746	0.691	0.857
chr1	160768803	160769622	820	63	524	0.639	0.763
chr1	160771483	160771840	358	14	195	0.545	0.538
chr1	160772115	160772626	512	52	327	0.639	0.999
chr1	160858022	160858219	198	17	120	0.606	0.936
chr1	161150142	161150270	129	7	65	0.504	1.003
chr1	161446521	161446674	154	13	94	0.61	0.91
chr1	161597621	161597837	217	15	134	0.618	0.769
chr1	161778692	161778831	140	9	76	0.543	0.895
chr1	161780238	161780357	120	8	68	0.567	0.849
chr1	161781213	161781769	557	22	286	0.513	0.62
chr1	161817156	161817968	813	92	604	0.743	0.821
chr1	162270641	162270822	182	12	104	0.571	0.862
chr1	162391369	162391771	403	28	249	0.618	0.819
chr1	163183025	163183138	114	25	96	0.842	1.242
chr1	163183296	163183552	257	47	220	0.856	1.044
chr1	163619235	163619448	214	15	131	0.612	0.793
chr1	163839245	163839535	291	21	166	0.57	0.936
chr1	164068600	164068753	154	11	85	0.552	0.938
chr1	164128272	164128523	252	21	156	0.619	0.931
chr1	164215860	164217716	1857	116	1043	0.562	0.811
chr1	164228299	164228444	146	9	69	0.473	1.304
chr1	164229552	164230913	1362	81	780	0.573	0.75
chr1	164298081	164298313	233	10	106	0.455	0.831
chr1	164298647	164298731	85	7	46	0.541	1.133
chr1	164441003	164441122	120	8	64	0.533	0.946
chr1	164546053	164546349	297	24	177	0.596	0.973
chr1	164688582	164688702	121	15	88	0.727	0.942
chr1	164855957	164856352	396	25	228	0.576	0.827
chr1	164858693	164858833	141	11	91	0.645	0.8
chr1	165010252	165011626	1375	78	775	0.564	0.742
chr1	165206051	165206268	218	20	115	0.528	1.331
chr1	165275369	165275583	215	10	105	0.488	0.784
chr1	165314131	165314559	429	24	209	0.487	0.946
chr1	165375392	165375554	163	7	80	0.491	0.714
chr1	165379758	165380018	261	8	137	0.525	0.445
chr1	165380337	165380451	115	7	60	0.522	0.895
chr1	165381311	165381709	399	22	248	0.622	0.571
chr1	165381882	165381994	113	6	60	0.531	0.767
chr1	165384080	165384192	113	6	67	0.593	0.604
chr1	165385261	165385370	110	9	59	0.536	1.571
chr1	165386153	165388009	1857	114	1044	0.562	0.797
chr1	165887979	165888914	936	54	558	0.596	0.687
chr1	165902294	165902529	236	15	140	0.593	0.728
chr1	165915604	165916075	472	24	253	0.536	0.717
chr1	165916361	165916501	141	9	78	0.553	0.835
chr1	165916860	165917121	262	11	128	0.489	0.708
chr1	165981444	165981625	182	11	83	0.456	1.171
chr1	165984618	165984722	105	8	53	0.505	1.2
chr1	166004323	166004404	82	6	41	0.5	1.171
chr1	166004788	166005077	290	11	135	0.466	0.702
chr1	166079624	166079943	320	47	262	0.819	0.9
chr1	166080231	166080383	153	21	114	0.745	0.997
chr1	166124431	166124716	286	22	172	0.601	0.952
chr1	166128178	166128468	291	23	177	0.608	0.961
chr1	166181057	166181369	313	21	185	0.591	0.855
chr1	166509965	166510446	482	55	356	0.739	0.839
chr1	166598181	166599034	854	82	584	0.684	0.823
chr1	167283465	167283622	158	11	84	0.532	0.999
chr1	167488715	167489005	291	23	177	0.608	0.946
chr1	167763754	167764011	258	14	154	0.597	0.609
chr1	167764274	167765041	768	40	457	0.595	0.589
chr1	167765425	167765582	158	12	87	0.551	1.003
chr1	167768281	167768456	176	11	76	0.432	1.349
chr1	168065644	168065895	252	20	154	0.611	0.918
chr1	168222884	168223743	860	53	480	0.558	0.801
chr1	168223878	168226991	3114	154	1730	0.556	0.642
chr1	168227505	168228267	763	29	372	0.488	0.652
chr1	168435399	168435501	103	8	56	0.544	1.474
chr1	168436002	168436089	88	6	45	0.511	1.043
chr1	168436291	168438146	1856	109	1037	0.559	0.771
chr1	168439583	168439725	143	7	71	0.497	0.822
chr1	168582101	168582391	291	20	173	0.595	0.873
chr1	168781777	168782067	291	21	173	0.595	0.909
chr1	168851492	168851627	136	17	91	0.669	1.193
chr1	169298322	169298767	446	26	253	0.567	0.726
chr1	169763398	169763510	113	12	78	0.69	0.913
chr1	169957920	169958200	281	27	205	0.73	0.722
chr1	169958837	169959011	175	23	129	0.737	0.972
chr1	169959151	169960753	1603	179	1112	0.694	0.928
chr1	169961741	169962169	429	31	260	0.606	0.789
chr1	169962438	169962818	381	21	237	0.622	0.589
chr1	169974029	169974398	370	18	179	0.484	0.839
chr1	169980282	169980432	151	9	94	0.623	0.629
chr1	169991867	169991958	92	5	53	0.576	0.667
chr1	170020263	170020978	716	90	510	0.712	0.993
chr1	170069872	170070061	190	11	110	0.579	0.739
chr1	170086136	170087483	1348	104	820	0.608	0.843
chr1	170108511	170109499	989	143	770	0.779	0.954
chr1	170153236	170153745	510	51	341	0.669	0.898
chr1	170154650	170155282	633	84	455	0.719	1.031
chr1	170228773	170229246	474	65	361	0.762	0.951
chr1	170444355	170444763	409	56	322	0.787	0.89
chr1	170479824	170480674	851	66	534	0.627	0.788
chr1	170484145	170486043	1899	176	1268	0.668	0.835
chr1	170668783	170669313	531	71	415	0.782	0.898
chr1	170784806	170785227	422	55	317	0.751	0.926
chr1	171000348	171000815	468	50	328	0.701	0.87
chr1	171425834	171426478	645	44	410	0.636	0.675
chr1	171426639	171426960	322	46	244	0.758	0.996
chr1	171427850	171428158	309	29	214	0.693	0.871
chr1	171492015	171492134	120	13	90	0.75	0.81
chr1	171535103	171535223	121	8	67	0.554	1.03
chr1	171638613	171638798	186	10	88	0.473	0.963
chr1	171696064	171696352	289	43	209	0.723	1.142
chr1	171696502	171696689	188	32	138	0.734	1.277
chr1	171696853	171696952	100	22	89	0.89	1.153
chr1	171697627	171698266	640	57	397	0.62	0.93
chr1	171718565	171718783	219	34	175	0.799	0.982
chr1	171772923	171773144	222	15	132	0.595	0.765
chr1	171775052	171775281	230	13	137	0.596	0.731
chr1	171775423	171776992	1570	148	1071	0.682	0.811
chr1	171777302	171777521	220	22	147	0.668	1.042
chr1	171805936	171806353	418	23	241	0.577	0.664
chr1	171909312	171909662	351	54	268	0.764	1.056
chr1	171947425	171947953	529	61	366	0.692	0.985
chr1	171976639	171976882	244	10	120	0.492	0.679
chr1	171977080	171977644	565	25	263	0.465	0.817
chr1	171977892	171978017	126	6	65	0.516	0.716
chr1	172047903	172048594	692	97	535	0.773	1.004
chr1	172060502	172060962	461	62	311	0.675	1.186
chr1	172070329	172070817	489	76	384	0.785	1.011
chr1	172213217	172213755	539	33	295	0.547	0.824
chr1	172250162	172250478	317	27	178	0.562	1.641
chr1	172284463	172285152	690	86	522	0.757	0.871
chr1	172361492	172362252	761	51	443	0.582	0.81
chr1	172362385	172362626	242	35	194	0.802	0.929
chr1	172408304	172408495	192	13	104	0.542	0.924
chr1	172413341	172413665	325	40	248	0.763	0.87
chr1	172433012	172433126	115	8	69	0.6	0.836
chr1	172482966	172483708	743	83	527	0.709	0.894
chr1	172609175	172609328	154	7	78	0.506	0.713
chr1	172620534	172620876	343	35	239	0.697	0.847
chr1	172662722	172662882	161	7	73	0.453	0.846
chr1	172663553	172663954	402	22	208	0.517	0.818
chr1	172954817	172955618	802	85	563	0.702	0.862
chr1	172966817	172967385	569	75	412	0.724	1.01
chr1	172979331	172979954	624	72	467	0.748	0.824
chr1	173005839	173006962	1124	129	762	0.678	0.999
chr1	173042492	173043074	583	97	445	0.763	1.143
chr1	173043936	173044557	622	51	390	0.627	0.84
chr1	173088625	173089037	413	27	217	0.525	0.953
chr1	173089322	173089871	550	56	368	0.669	0.918
chr1	173119920	173120285	366	16	184	0.503	0.702
chr1	173121891	173122079	189	7	92	0.487	0.63
chr1	173122211	173122410	200	11	102	0.51	0.849
chr1	173152308	173152970	663	79	464	0.7	0.973
chr1	173277904	173278160	257	26	130	0.506	1.595
chr1	173294892	173295949	1058	136	770	0.728	0.981
chr1	173354837	173355185	349	35	208	0.596	1.129
chr1	173355372	173356013	642	103	511	0.796	1.029
chr1	173408865	173409018	154	12	87	0.565	0.999
chr1	173409505	173410464	960	126	718	0.748	0.939
chr1	173424649	173425149	501	63	376	0.75	0.929
chr1	173440847	173441483	637	41	380	0.597	0.724
chr1	173443138	173443696	559	29	303	0.542	0.706
chr1	173487169	173487609	441	25	262	0.594	0.669
chr1	173503235	173504112	878	95	587	0.669	0.97
chr1	173527667	173528281	615	72	421	0.685	0.999
chr1	173566352	173566833	482	56	330	0.685	0.994
chr1	173630176	173631100	925	89	604	0.653	0.903
chr1	173635201	173635320	120	8	64	0.533	0.985
chr1	173665346	173666102	757	78	502	0.663	0.937
chr1	173668022	173668678	657	26	337	0.513	0.604
chr1	173672673	173672920	248	34	182	0.734	1.023
chr1	173719311	173719441	131	9	85	0.649	0.66
chr1	173719633	173719825	193	11	112	0.58	0.71
chr1	173720040	173720194	155	13	77	0.497	1.361
chr1	173723024	173723394	371	51	258	0.695	1.141
chr1	173724053	173724193	141	8	69	0.489	0.953
chr1	173762736	173763001	266	11	127	0.477	0.726
chr1	173763745	173763900	156	7	81	0.519	0.666
chr1	173766175	173766506	332	16	163	0.491	0.803
chr1	173766897	173768528	1632	170	1015	0.622	1.077
chr1	173768724	173768863	140	28	112	0.8	1.291
chr1	173769250	173769730	481	57	304	0.632	1.253
chr1	173769951	173770352	402	47	240	0.597	1.342
chr1	173771922	173772274	353	34	212	0.601	1.068
chr1	173772482	173772774	293	18	171	0.584	0.721
chr1	173988634	173988960	327	15	164	0.502	0.73
chr1	174118292	174118484	193	33	152	0.788	1.115
chr1	174156888	174158139	1252	71	723	0.577	0.765
chr1	174163025	174163217	193	23	140	0.725	0.944
chr1	174171039	174171601	563	71	408	0.725	0.961
chr1	174288357	174288912	556	65	415	0.746	0.859
chr1	174410975	174411284	310	25	177	0.571	1.04
chr1	174411423	174411935	513	58	375	0.731	0.851
chr1	174412769	174413718	950	111	708	0.745	0.853
chr1	174429679	174430605	927	101	628	0.677	0.951
chr1	174534831	174535056	226	26	160	0.708	0.936
chr1	174637887	174638253	367	35	267	0.728	0.731
chr1	174667328	174667538	211	25	159	0.754	0.837
chr1	174680384	174680577	194	27	146	0.753	0.984
chr1	174690205	174691080	876	100	629	0.718	0.897
chr1	174719937	174720766	830	120	611	0.736	1.076
chr1	174745362	174745839	478	18	265	0.554	0.496
chr1	174766642	174767185	544	69	410	0.754	0.934
chr1	174800126	174801122	997	112	719	0.721	0.868
chr1	174805439	174805851	413	58	317	0.768	0.968
chr1	174850824	174850953	130	6	68	0.523	0.696
chr1	174855701	174856031	331	30	194	0.586	1.055
chr1	174856208	174856336	129	23	104	0.806	1.099
chr1	174856467	174856672	206	33	171	0.83	1.029
chr1	174857807	174858450	644	71	450	0.699	0.904
chr1	174958789	174958974	186	8	96	0.516	0.65
chr1	175043393	175043545	153	8	77	0.503	0.826
chr1	175231384	175231714	331	36	241	0.728	0.827
chr1	175245352	175245634	283	26	180	0.636	0.914
chr1	175250592	175251592	1001	107	723	0.722	0.837
chr1	175531283	175532272	990	99	669	0.676	0.877
chr1	175740951	175742445	1495	166	1072	0.717	0.864
chr1	175874052	175874657	606	55	394	0.65	0.888
chr1	176035062	176035169	108	10	63	0.583	1.102
chr1	176095905	176096718	814	94	550	0.676	1.012
chr1	176097855	176098219	365	42	247	0.677	1.023
chr1	176205873	176206030	158	11	84	0.532	0.999
chr1	176321731	176321924	194	15	108	0.557	0.998
chr1	176573426	176573842	417	51	317	0.76	0.912
chr1	176619671	176620242	572	65	412	0.72	0.881
chr1	176664396	176664543	148	22	118	0.797	0.991
chr1	176665519	176666169	651	43	364	0.559	0.852
chr1	176715953	176716606	654	102	506	0.774	1.059
chr1	176773565	176773679	115	7	70	0.609	0.685
chr1	176775019	176775388	370	38	248	0.67	0.923
chr1	176775551	176775743	193	33	166	0.86	1.017
chr1	176776225	176776542	318	37	217	0.682	1
chr1	176877762	176878120	359	40	234	0.652	1.055
chr1	176917728	176918818	1091	96	687	0.63	0.931
chr1	176938264	176938417	154	18	114	0.74	0.9
chr1	177002239	177003599	1361	146	897	0.659	0.998
chr1	177102433	177102572	140	17	103	0.736	0.902
chr1	177225820	177226225	406	19	211	0.52	0.694
chr1	177441462	177442690	1229	148	823	0.67	1.074
chr1	177442895	177443616	722	76	467	0.647	1.007
chr1	177444915	177445964	1050	88	660	0.629	0.85
chr1	177446118	177446399	282	22	149	0.528	1.23
chr1	177446954	177447200	247	29	154	0.623	1.21
chr1	177447362	177447626	265	34	178	0.672	1.145
chr1	177447904	177449392	1489	127	898	0.603	0.939
chr1	177450113	177450238	126	13	94	0.746	0.743
chr1	177450647	177450897	251	19	173	0.689	0.642
chr1	177451473	177451904	432	44	281	0.65	0.972
chr1	177649800	177649896	97	8	50	0.515	1.274
chr1	177772306	177773568	1263	172	940	0.744	0.983
chr1	178172769	178173037	269	27	184	0.684	0.859
chr1	178186171	178186312	142	19	97	0.683	1.153
chr1	178272624	178273392	769	100	585	0.761	0.899
chr1	178567200	178568095	896	88	648	0.723	0.754
chr1	178659026	178659263	238	30	185	0.777	0.915
chr1	178767045	178767164	120	14	80	0.667	1.056
chr1	178767541	178768599	1059	143	829	0.783	0.885
chr1	178768747	178769116	370	18	207	0.559	0.622
chr1	178769383	178769794	412	49	281	0.682	1.027
chr1	178778289	178778797	509	47	357	0.701	0.753
chr1	178824160	178824448	289	34	214	0.74	0.866
chr1	178825112	178825610	499	41	326	0.653	0.77
chr1	178873683	178874266	584	88	435	0.745	1.116
chr1	178876134	178876857	724	89	543	0.75	0.874
chr1	179045526	179045650	125	9	58	0.464	1.379
chr1	179046053	179047036	984	93	583	0.592	1.089
chr1	179047190	179047404	215	9	94	0.437	0.876
chr1	179125697	179126907	1211	135	848	0.7	0.909
chr1	179268249	179268976	728	104	563	0.773	0.958
chr1	179283778	179284913	1136	121	774	0.681	0.924
chr1	179369008	179369546	539	41	301	0.558	0.976
chr1	179369699	179370202	504	31	266	0.528	0.895
chr1	179386994	179388092	1099	140	775	0.705	1.025
chr1	179431735	179432338	604	103	477	0.79	1.094
chr1	179434655	179435099	445	50	287	0.645	1.081
chr1	179440407	179440625	219	15	112	0.511	1.075
chr1	179443125	179443332	208	12	106	0.51	0.889
chr1	179449859	179450011	153	14	83	0.542	1.312
chr1	179450871	179451387	517	26	287	0.555	0.665
chr1	179511142	179512034	893	111	705	0.789	0.8
chr1	179565790	179566064	275	23	150	0.545	1.124
chr1	179586167	179586432	266	15	138	0.519	0.847
chr1	179593228	179593730	503	34	298	0.592	0.772
chr1	179611763	179613223	1461	164	1016	0.695	0.931
chr1	179712706	179713277	572	61	414	0.724	0.828
chr1	179734005	179734222	218	14	128	0.587	0.764
chr1	179761008	179761159	152	10	86	0.566	0.824
chr1	179786277	179786590	314	34	210	0.669	1.061
chr1	180033468	180033792	325	49	253	0.778	1.075
chr1	180062220	180062578	359	43	245	0.682	1.04
chr1	180087140	180087634	495	54	353	0.713	0.868
chr1	180092038	180092207	170	18	127	0.747	0.773
chr1	180098434	180098530	97	10	61	0.629	1.043
chr1	180120036	180121791	1756	175	1180	0.672	0.884
chr1	180304401	180304822	422	50	290	0.687	1.009
chr1	180348903	180349790	888	77	565	0.636	0.857
chr1	180349969	180351058	1090	113	709	0.65	0.992
chr1	180351183	180351719	537	64	378	0.704	0.972
chr1	180352035	180352976	942	144	738	0.783	1
chr1	180353090	180353282	193	24	146	0.756	0.875
chr1	180353440	180353615	176	24	132	0.75	0.975
chr1	180354468	180355394	927	90	581	0.627	0.991
chr1	180355540	180355777	238	37	191	0.803	0.966
chr1	180356102	180356954	853	50	492	0.577	0.709
chr1	180366235	180367279	1045	81	611	0.585	0.907
chr1	180367491	180368253	763	91	545	0.714	0.943
chr1	180368528	180368850	323	35	228	0.706	0.89
chr1	180368975	180369451	477	36	310	0.65	0.76
chr1	180369731	180370843	1113	115	799	0.718	0.803
chr1	180371571	180372534	964	84	643	0.667	0.783
chr1	180387961	180388932	972	95	660	0.679	0.849
chr1	180389138	180389599	462	59	317	0.686	1.094
chr1	180390599	180391260	662	70	473	0.715	0.836
chr1	180391546	180391658	113	10	63	0.558	1.207
chr1	180393537	180393919	383	26	234	0.611	0.743
chr1	180402709	180403182	474	61	337	0.711	1.019
chr1	180403504	180403922	419	43	287	0.685	0.877
chr1	180405427	180405599	173	27	134	0.775	1.064
chr1	180405753	180406220	468	57	297	0.635	1.213
chr1	180406601	180407208	608	46	356	0.586	0.894
chr1	180460640	180461209	570	75	447	0.784	0.856
chr1	180461743	180462626	884	93	583	0.66	0.98
chr1	180480085	180480566	482	26	262	0.544	0.736
chr1	180507251	180507356	106	9	73	0.689	0.768
chr1	180552022	180552280	259	21	183	0.707	0.714
chr1	180561495	180562300	806	104	576	0.715	1.011
chr1	180580837	180581118	282	20	152	0.539	0.981
chr1	180609014	180610516	1503	134	1012	0.673	0.787
chr1	180620530	180620861	332	41	252	0.759	0.88
chr1	180634996	180635471	476	64	342	0.718	1.058
chr1	180635833	180636459	627	61	410	0.654	0.948
chr1	180694575	180695026	452	66	353	0.781	0.965
chr1	180781369	180781533	165	29	128	0.776	1.168
chr1	180782422	180783045	624	38	354	0.567	0.758
chr1	180783418	180783530	113	9	65	0.575	0.969
chr1	180877887	180878706	820	86	533	0.65	1.075
chr1	180878833	180879850	1018	99	644	0.633	0.972
chr1	180888129	180888283	155	18	123	0.794	0.739
chr1	180990785	180991775	991	86	641	0.647	0.833
chr1	180992612	180993051	440	62	344	0.782	0.935
chr1	181002090	181002248	159	14	78	0.491	1.528
chr1	181011476	181011559	84	9	63	0.75	0.771
chr1	181016635	181017170	536	79	425	0.793	0.938
chr1	181017791	181017964	174	26	132	0.759	1.04
chr1	181054384	181054783	400	53	294	0.735	0.981
chr1	181325609	181325792	184	12	109	0.592	0.754
chr1	181329507	181329591	85	7	57	0.671	0.733
chr1	181329941	181330205	265	15	151	0.57	0.714
chr1	181340436	181340538	103	9	55	0.534	1.229
chr1	181341601	181342225	625	59	429	0.686	0.831
chr1	181342623	181343730	1108	175	851	0.768	1.086
chr1	181385712	181386380	669	98	518	0.774	0.977
chr1	181387265	181387684	420	49	305	0.726	0.886
chr1	181442090	181443616	1527	148	1001	0.656	0.944
chr1	181640694	181642022	1329	139	906	0.682	0.901
chr1	181643039	181643626	588	29	312	0.531	0.701
chr1	181643762	181644288	527	26	273	0.518	0.735
chr1	181668591	181668866	276	28	206	0.746	0.733
chr1	181698881	181699330	450	66	348	0.773	0.993
chr1	181835411	181836317	907	93	602	0.664	0.946
chr1	181913503	181914161	659	78	483	0.733	0.882
chr1	182065816	182066626	811	101	592	0.73	0.937
chr1	182405661	182406029	369	18	178	0.482	0.845
chr1	182684244	182684619	376	29	264	0.702	0.626
chr1	182684768	182686129	1362	128	881	0.647	0.908
chr1	182687155	182687274	120	19	106	0.883	1.021
chr1	182688598	182688702	105	13	70	0.667	1.118
chr1	182712879	182713314	436	24	233	0.534	0.783
chr1	182713459	182714154	696	79	515	0.74	0.836
chr1	182714950	182715136	187	22	124	0.663	1.088
chr1	182819392	182819513	122	8	81	0.664	0.597
chr1	182857567	182857689	123	20	101	0.821	0.976
chr1	182857825	182857980	156	19	115	0.737	0.902
chr1	182858151	182858982	832	74	560	0.673	0.787
chr1	182905171	182905328	158	10	86	0.544	0.862
chr1	182905494	182906264	771	109	571	0.741	1.032
chr1	182906395	182906496	102	7	73	0.716	0.544
chr1	182920608	182920814	207	26	145	0.7	1.03
chr1	182923422	182924271	850	96	580	0.682	0.971
chr1	182938112	182938354	243	20	155	0.638	0.81
chr1	182950199	182950742	544	54	357	0.656	0.924
chr1	182950962	182951515	554	60	375	0.677	0.946
