chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr15	91058801	91059227	427	49	308	0.721	0.899
chr15	91078423	91078506	84	19	72	0.857	1.416
chr15	91112308	91113697	1390	106	959	0.69	0.65
chr15	91152714	91152941	228	17	145	0.636	0.753
chr15	91153380	91154161	782	76	494	0.632	0.979
chr15	91164518	91164770	253	25	159	0.628	1.004
chr15	91226576	91227756	1181	141	855	0.724	0.94
chr15	91244762	91244853	92	5	49	0.533	0.767
chr15	91248349	91248887	539	45	335	0.622	0.866
chr15	91376179	91376495	317	27	227	0.716	0.675
chr15	91376815	91377003	189	9	108	0.571	0.585
chr15	91380315	91380401	87	6	47	0.54	0.946
chr15	91381024	91381392	369	17	209	0.566	0.584
chr15	91385487	91385753	267	12	154	0.577	0.54
chr15	91387489	91387594	106	6	64	0.604	0.768
chr15	91389107	91389755	649	42	432	0.666	0.588
chr15	91396301	91396696	396	34	268	0.677	0.779
chr15	91410195	91410881	687	51	444	0.646	0.716
chr15	91416002	91416162	161	11	87	0.54	0.936
chr15	91416347	91416470	124	5	59	0.476	0.738
chr15	91416645	91418162	1518	130	1032	0.68	0.75
chr15	91432155	91432287	133	9	79	0.594	0.814
chr15	91432469	91432925	457	58	337	0.737	0.934
chr15	91433106	91433902	797	104	610	0.765	0.901
chr15	91434082	91434414	333	20	190	0.571	0.739
chr15	91453582	91454412	831	49	497	0.598	0.663
chr15	91652036	91652362	327	13	164	0.502	0.635
chr15	91677630	91677730	101	9	64	0.634	0.964
chr15	91775186	91775465	280	11	137	0.489	0.657
chr15	91776804	91776972	169	21	118	0.698	1.022
chr15	92019735	92020080	346	28	216	0.624	0.839
chr15	92147794	92147901	108	8	70	0.648	0.706
chr15	92244779	92244979	201	14	124	0.617	0.742
chr15	92378096	92378202	107	9	74	0.692	0.703
chr15	92501970	92502044	75	7	49	0.653	0.875
chr15	92575173	92576337	1165	82	713	0.612	0.752
chr15	92668532	92668661	130	4	66	0.508	0.481
chr15	92995369	92995520	152	9	95	0.625	0.632
chr15	93095769	93095858	90	6	53	0.589	0.818
chr15	93189030	93189721	692	82	486	0.702	0.961
chr15	93199727	93201135	1409	102	926	0.657	0.675
chr15	93513973	93514159	187	13	96	0.513	1.067
chr15	93540301	93540499	199	8	95	0.477	0.715
chr15	93671021	93671327	307	48	232	0.756	1.107
chr15	94397195	94397484	290	23	195	0.672	0.702
chr15	94479618	94479988	371	23	203	0.547	0.837
chr15	94665287	94667753	2467	167	1492	0.605	0.743
chr15	94670863	94671481	619	38	325	0.525	0.895
chr15	94674450	94676063	1614	181	1100	0.682	0.983
chr15	94676212	94676898	687	69	472	0.687	0.854
chr15	94677280	94678726	1447	113	923	0.638	0.77
chr15	94684997	94686362	1366	93	839	0.614	0.729
chr15	94687242	94687684	443	21	233	0.526	0.696
chr15	94687866	94688207	342	26	232	0.678	0.681
chr15	94688420	94688990	571	32	322	0.564	0.717
chr15	94690014	94690422	409	38	279	0.682	0.818
chr15	94691647	94692097	451	23	262	0.581	0.615
chr15	94695582	94696709	1128	63	674	0.598	0.631
chr15	94697810	94699002	1193	91	762	0.639	0.755
chr15	94701168	94701675	508	59	345	0.679	1.014
chr15	94702113	94702219	107	5	55	0.514	0.713
chr15	94702354	94702547	194	10	128	0.66	0.481
chr15	94703799	94705182	1384	78	882	0.637	0.556
chr15	94705408	94705504	97	11	68	0.701	0.926
chr15	94705684	94706175	492	29	315	0.64	0.575
chr15	94707467	94707832	366	22	216	0.59	0.691
chr15	94709985	94711273	1289	73	790	0.613	0.606
chr15	94711517	94711665	149	5	68	0.456	0.682
chr15	94711923	94713194	1272	63	714	0.561	0.629
chr15	94713743	94713970	228	11	132	0.579	0.655
chr15	94753154	94753301	148	10	89	0.601	0.748
chr15	94753444	94754308	865	77	536	0.62	0.927
chr15	94760395	94762139	1745	126	1048	0.601	0.805
chr15	94786448	94786557	110	12	73	0.664	0.991
chr15	94815339	94815566	228	8	108	0.474	0.648
chr15	94836106	94836448	343	39	265	0.773	0.762
chr15	95108839	95108946	108	12	85	0.787	0.73
chr15	95146271	95146401	131	6	69	0.527	0.664
chr15	95220998	95221161	164	10	94	0.573	0.748
chr15	95292161	95292488	328	32	203	0.619	1.043
chr15	95328431	95328912	482	54	364	0.755	0.786
chr15	95568479	95568914	436	45	327	0.75	0.735
chr15	95615516	95615702	187	17	113	0.604	1.005
chr15	95640213	95640400	188	13	107	0.569	0.855
chr15	95763363	95763574	212	11	121	0.571	0.637
chr15	95866730	95866914	185	9	99	0.535	0.68
chr15	95996864	95997364	501	34	285	0.569	0.843
chr15	96219856	96220123	268	34	208	0.776	0.868
chr15	96248567	96248702	136	12	92	0.676	0.785
chr15	96304384	96305674	1291	119	880	0.682	0.794
chr15	96449199	96449346	148	14	111	0.75	0.677
chr15	96452424	96452666	243	17	142	0.584	0.819
chr15	96463863	96464181	319	13	168	0.527	0.595
chr15	96465070	96465769	700	55	497	0.71	0.624
chr15	96653384	96654295	912	52	521	0.571	0.705
chr15	96654527	96654743	217	9	99	0.456	0.798
chr15	96755064	96755377	314	12	156	0.497	0.634
chr15	96782178	96783010	833	69	539	0.647	0.791
chr15	96789041	96789400	360	39	239	0.664	0.985
chr15	96853749	96854367	619	44	426	0.688	0.603
chr15	96908567	96909632	1066	80	655	0.614	0.798
chr15	96910513	96910749	237	18	174	0.734	0.564
chr15	96911568	96911677	110	7	58	0.527	0.944
chr15	97007824	97008716	893	95	641	0.718	0.832
chr15	97008942	97009949	1008	165	782	0.776	1.109
chr15	97010083	97010185	103	20	90	0.874	1.036
chr15	97010368	97011697	1330	142	928	0.698	0.88
chr15	97011827	97012178	352	25	188	0.534	1.022
chr15	97067963	97068081	119	6	70	0.588	0.595
chr15	97068330	97068542	213	17	130	0.61	0.887
chr15	97213001	97213547	547	43	353	0.645	0.761
chr15	97226211	97226333	123	13	85	0.691	0.886
chr15	97226694	97227073	380	22	205	0.539	0.803
chr15	97227364	97227533	170	7	84	0.494	0.681
chr15	97252135	97252408	274	24	178	0.65	0.831
chr15	97260732	97260831	100	6	55	0.55	0.794
chr15	97309365	97309887	523	19	270	0.516	0.548
chr15	97314716	97314844	129	10	84	0.651	0.738
chr15	97317061	97317167	107	5	66	0.617	0.495
chr15	97317743	97318240	498	31	314	0.631	0.629
chr15	97321665	97321836	172	9	106	0.616	0.553
chr15	97330189	97330378	190	16	121	0.637	0.835
chr15	97366260	97366384	125	17	98	0.784	0.887
chr15	97368216	97368481	266	16	138	0.519	0.903
chr15	97369081	97369386	306	33	228	0.745	0.778
chr15	97375502	97376689	1188	118	831	0.699	0.812
chr15	97419716	97420342	627	77	474	0.756	0.88
chr15	97458187	97458525	339	37	236	0.696	0.912
chr15	97462577	97464166	1590	209	1163	0.731	0.987
chr15	97487441	97488016	576	27	295	0.512	0.764
chr15	97488254	97489330	1077	53	627	0.582	0.606
chr15	97608544	97609566	1023	92	629	0.615	0.959
chr15	97784354	97784611	258	13	145	0.562	0.652
chr15	97788736	97788973	238	13	137	0.576	0.659
chr15	97791849	97791946	98	7	63	0.643	0.692
chr15	97792196	97792618	423	20	252	0.596	0.541
chr15	97792833	97793016	184	11	117	0.636	0.674
chr15	97796353	97797144	792	24	393	0.496	0.493
chr15	97805417	97805523	107	8	70	0.654	0.811
chr15	97844192	97844392	201	13	135	0.672	0.615
chr15	97852465	97852799	335	23	241	0.719	0.532
chr15	97865945	97866050	106	8	62	0.585	0.882
chr15	97922899	97924654	1756	187	1257	0.716	0.848
chr15	98089594	98089791	198	7	100	0.505	0.573
chr15	98090088	98091680	1593	126	1044	0.655	0.739
chr15	98157409	98157938	530	43	324	0.611	0.879
chr15	98164291	98164978	688	82	509	0.74	0.872
chr15	98284091	98286705	2615	298	1926	0.737	1.201
chr15	98331491	98332154	664	26	343	0.517	0.588
chr15	98350718	98350896	179	15	114	0.637	0.843
chr15	98355217	98355390	174	12	117	0.672	0.611
chr15	98460033	98460291	259	16	144	0.556	0.841
chr15	98482206	98482369	164	7	98	0.598	0.478
chr15	98489805	98489960	156	13	109	0.699	0.704
chr15	98498750	98498915	166	9	90	0.542	0.738
chr15	98557369	98557714	346	18	213	0.616	0.549
chr15	98649777	98650161	385	34	228	0.592	1.008
chr15	98671568	98671760	193	11	92	0.477	1.237
chr15	98698511	98700172	1662	202	1204	0.724	0.927
chr15	98707008	98708287	1280	72	776	0.606	0.615
chr15	98730999	98731616	618	75	460	0.744	0.878
chr15	98774961	98775119	159	12	92	0.579	0.912
chr15	98901984	98902636	653	72	489	0.749	0.789
chr15	98911334	98911454	121	9	69	0.57	0.917
chr15	98911706	98916978	5273	448	3239	0.614	0.942
chr15	98959541	98960640	1100	75	708	0.644	0.666
chr15	98987274	98987646	373	15	191	0.512	0.616
chr15	99017846	99017978	133	7	78	0.586	0.665
chr15	99131873	99132690	818	60	559	0.683	0.63
chr15	99145103	99145233	131	14	91	0.695	0.889
chr15	99206841	99207776	936	62	565	0.604	0.731
chr15	99236785	99238657	1873	242	1400	0.747	0.932
chr15	99275847	99276386	540	36	353	0.654	0.627
chr15	99276677	99277949	1273	152	942	0.74	0.873
chr15	99330801	99331847	1047	122	740	0.707	0.934
chr15	99365154	99365376	223	8	128	0.574	0.438
chr15	99366135	99366477	343	24	226	0.659	0.649
chr15	99366674	99366814	141	9	90	0.638	0.634
chr15	99385451	99385511	61	5	38	0.623	0.854
chr15	99385770	99385967	198	11	106	0.535	0.782
chr15	99404335	99404578	244	7	123	0.504	0.454
chr15	99405029	99405145	117	6	71	0.607	0.566
chr15	99409563	99409684	122	9	78	0.639	0.739
chr15	99410713	99411469	757	55	495	0.654	0.681
chr15	99423313	99423644	332	16	214	0.645	0.464
chr15	99423813	99423909	97	7	65	0.67	0.65
chr15	99424323	99424428	106	9	63	0.594	0.981
chr15	99438816	99439010	195	10	122	0.626	0.524
chr15	99443910	99444376	467	55	347	0.743	0.959
chr15	99458879	99458998	120	7	72	0.6	0.653
chr15	99479004	99479105	102	7	73	0.716	0.538
chr15	99479300	99479538	239	14	154	0.644	0.565
chr15	99513142	99513333	192	13	117	0.609	0.831
chr15	99516077	99516469	393	16	225	0.573	0.498
chr15	99532462	99532817	356	16	215	0.604	0.508
chr15	99533270	99533410	141	10	76	0.539	1.011
chr15	99535733	99536544	812	28	401	0.494	0.566
chr15	99546786	99547084	299	24	185	0.619	0.874
chr15	99555717	99555806	90	7	54	0.6	0.895
chr15	99556001	99556274	274	11	129	0.471	0.737
chr15	99595312	99595396	85	6	45	0.529	1.071
chr15	99608713	99610238	1526	246	1188	0.779	1.069
chr15	99634770	99635598	829	93	558	0.673	0.991
chr15	99652120	99652260	141	6	69	0.489	0.746
chr15	99652502	99653470	969	97	654	0.675	0.88
chr15	99678458	99678614	157	10	85	0.541	0.884
chr15	99680098	99680433	336	12	164	0.488	0.6
chr15	99705938	99706114	177	8	110	0.621	0.491
chr15	99737932	99738083	152	9	73	0.48	1.036
chr15	99743843	99744651	809	35	438	0.541	0.595
chr15	99749788	99750095	308	11	152	0.494	0.59
chr15	99756230	99756369	140	13	90	0.643	0.899
chr15	99787617	99788253	637	29	314	0.493	0.755
chr15	99805552	99805659	108	8	72	0.667	0.686
chr15	99816408	99816496	89	5	49	0.551	0.951
chr15	99827311	99827419	109	9	74	0.679	0.752
chr15	99845771	99848271	2501	286	1813	0.725	0.871
chr15	99854936	99855295	360	21	218	0.606	0.658
chr15	99892530	99892668	139	7	79	0.568	0.624
chr15	99892837	99893276	440	22	275	0.625	0.561
chr15	99912158	99912312	155	7	71	0.458	0.861
chr15	99928976	99929111	136	6	78	0.574	0.537
chr15	99975036	99975215	180	10	92	0.511	0.851
chr15	99984328	99984529	202	18	119	0.589	1.028
chr15	100009451	100010869	1419	132	932	0.657	0.863
chr15	100081656	100082391	736	90	567	0.77	0.824
chr15	100103266	100103928	663	80	496	0.748	0.863
chr15	100110332	100122598	12267	794	7262	0.592	0.748
chr15	100318930	100319984	1055	113	766	0.726	0.832
chr15	100337482	100338391	910	108	618	0.679	1.033
chr16_random	20339	20481	143	10	86	0.601	0.789
chr16_random	83731	84054	324	30	212	0.654	0.866
chr16_random	88815	89980	1166	92	747	0.641	0.784
chr16_random	103647	103964	318	24	218	0.686	0.645
chr16_random	104079	104648	570	78	417	0.732	1.024
chr16_random	104807	105344	538	54	369	0.686	0.855
chr16	299	983	685	74	476	0.695	0.895
chr16	12881	13313	433	32	276	0.637	0.733
chr16	14131	14307	177	12	115	0.65	0.643
chr16	43084	44231	1148	110	784	0.683	0.831
chr16	51025	52238	1214	115	840	0.692	0.793
chr16	52463	53058	596	42	386	0.648	0.673
chr16	62031	62874	844	102	657	0.778	0.798
chr16	67503	68721	1219	128	893	0.733	0.786
chr16	69485	69564	80	6	57	0.712	0.614
chr16	76688	76811	124	9	82	0.661	0.667
chr16	128091	128383	293	26	213	0.727	0.688
chr16	128644	128890	247	34	177	0.717	1.102
chr16	143812	144861	1050	115	759	0.723	0.841
chr16	154402	156721	2320	253	1673	0.721	0.844
chr16	162394	163541	1148	127	837	0.729	0.839
chr16	166174	167352	1179	132	861	0.73	0.847
chr16	170341	171744	1404	150	1025	0.73	0.802
chr16	176063	177233	1171	138	827	0.706	1.065
chr16	179809	180126	318	27	204	0.642	0.837
chr16	218900	219627	728	82	507	0.696	0.929
chr16	221139	221312	174	12	114	0.655	0.644
chr16	224418	225496	1079	102	723	0.67	0.855
chr16	244440	244679	240	20	124	0.517	1.25
chr16	250592	250688	97	9	65	0.67	0.861
chr16	251107	251224	118	9	73	0.619	0.801
chr16	252473	252684	212	15	144	0.679	0.615
chr16	253275	254177	903	48	576	0.638	0.523
chr16	254706	254864	159	12	111	0.698	0.626
chr16	257686	258278	593	22	307	0.518	0.702
chr16	258437	258856	420	27	265	0.631	0.671
chr16	264948	266145	1198	138	903	0.754	0.811
chr16	270223	271217	995	119	778	0.782	0.799
chr16	272554	272699	146	10	97	0.664	0.651
chr16	274497	275694	1198	67	788	0.658	0.526
chr16	275848	275997	150	14	105	0.7	1.113
chr16	280818	282089	1272	77	831	0.653	0.568
chr16	286999	287375	377	26	254	0.674	0.627
chr16	287840	288225	386	31	273	0.707	0.644
chr16	291732	292207	476	22	275	0.578	0.563
chr16	292528	292666	139	9	91	0.655	0.61
chr16	294273	294448	176	25	125	0.71	1.173
chr16	298514	298602	89	7	60	0.674	0.693
chr16	308563	308846	284	16	174	0.613	0.6
chr16	314223	315698	1476	87	929	0.629	0.601
chr16	331037	331678	642	47	455	0.709	0.583
chr16	332236	332408	173	13	96	0.555	0.997
chr16	336063	336606	544	21	299	0.55	0.512
chr16	336888	336992	105	6	66	0.629	0.581
chr16	342002	343436	1435	207	1141	0.795	0.923
chr16	350066	350346	281	19	193	0.687	0.585
chr16	350504	351493	990	77	631	0.637	0.766
chr16	352273	352528	256	14	167	0.652	0.547
chr16	352828	352978	151	20	125	0.828	0.776
chr16	359862	360738	877	74	612	0.698	0.724
chr16	362090	362274	185	12	120	0.649	0.642
chr16	363930	364406	477	31	316	0.662	0.592
chr16	366099	366292	194	15	130	0.67	0.691
chr16	367011	367823	813	57	551	0.678	0.626
chr16	368199	368489	291	22	203	0.698	0.947
chr16	370869	372812	1944	212	1427	0.734	0.81
chr16	373460	373858	399	20	217	0.544	0.721
chr16	376884	377151	268	15	148	0.552	0.736
chr16	387104	387937	834	98	658	0.789	0.769
chr16	390880	391128	249	27	183	0.735	0.804
chr16	391525	392134	610	76	459	0.752	0.883
chr16	397807	398251	445	32	330	0.742	0.583
chr16	399829	400078	250	13	138	0.552	0.686
chr16	400269	400986	718	49	482	0.671	0.613
chr16	401507	401825	319	18	206	0.646	0.542
chr16	414201	414784	584	20	286	0.49	0.579
chr16	414950	417122	2173	263	1586	0.73	0.913
chr16	451006	451191	186	14	107	0.575	0.91
chr16	463883	463988	106	6	59	0.557	0.797
chr16	464324	464621	298	13	171	0.574	0.607
chr16	472561	472671	111	8	72	0.649	0.686
chr16	477596	477760	165	10	112	0.679	0.528
chr16	479878	480034	157	8	96	0.611	0.561
chr16	482429	482638	210	17	142	0.676	0.708
chr16	496082	496149	68	8	45	0.662	1.172
chr16	500059	500283	225	23	159	0.707	0.833
chr16	500911	501650	740	40	492	0.665	0.498
chr16	505489	505854	366	37	231	0.631	1.018
chr16	507079	507181	103	7	63	0.612	0.731
chr16	509647	510239	593	30	385	0.649	0.482
chr16	510659	510797	139	7	81	0.583	0.594
chr16	511954	512065	112	11	81	0.723	0.778
chr16	516800	518544	1745	213	1328	0.761	0.847
chr16	523619	524478	860	42	569	0.662	0.45
chr16	524955	525839	885	43	590	0.667	0.437
chr16	527612	528254	643	52	421	0.655	0.755
chr16	528387	528578	192	12	123	0.641	0.618
chr16	529910	530370	461	31	319	0.692	0.563
chr16	530671	530800	130	8	89	0.685	0.528
chr16	530988	531129	142	9	98	0.69	0.532
chr16	531354	532402	1049	48	631	0.602	0.514
chr16	533301	535008	1708	124	1174	0.687	0.617
chr16	535480	535623	144	7	82	0.569	0.609
chr16	535867	536188	322	25	221	0.686	0.66
chr16	536870	540256	3387	237	2385	0.704	0.565
chr16	540671	543003	2333	183	1639	0.703	0.642
chr16	544019	545311	1293	80	855	0.661	0.566
chr16	549727	551180	1454	181	1142	0.785	0.816
chr16	551312	551480	169	12	121	0.716	0.575
chr16	551967	553145	1179	53	700	0.594	0.51
chr16	553540	553654	115	11	88	0.765	0.689
chr16	554485	555117	633	41	464	0.733	0.484
chr16	559708	560286	579	78	460	0.794	0.862
chr16	561804	561979	176	8	80	0.455	0.889
chr16	562761	562965	205	14	138	0.673	0.605
chr16	563747	564662	916	57	636	0.694	0.517
chr16	565907	566242	336	19	233	0.693	0.477
chr16	568991	569905	915	69	653	0.714	0.601
chr16	572214	572274	61	7	40	0.656	1.092
chr16	573900	574188	289	19	198	0.685	0.577
chr16	578596	580679	2084	265	1512	0.726	0.977
chr16	584344	584538	195	9	116	0.595	0.532
chr16	586285	586642	358	22	225	0.628	0.629
chr16	589265	590018	754	45	430	0.57	0.736
chr16	601104	601985	882	36	547	0.62	0.426
chr16	602393	602603	211	11	131	0.621	0.541
chr16	602807	603017	211	10	130	0.616	0.5
chr16	603361	603587	227	13	138	0.608	0.626
chr16	603963	605354	1392	72	751	0.54	0.722
chr16	607140	607286	147	15	102	0.694	0.849
chr16	610662	610853	192	25	157	0.818	0.871
chr16	611236	611624	389	23	250	0.643	0.574
chr16	612307	612479	173	16	122	0.705	0.757
chr16	612896	613056	161	12	104	0.646	0.717
chr16	615615	616141	527	35	348	0.66	0.61
chr16	617488	618130	643	44	424	0.659	0.635
chr16	618484	618894	411	22	283	0.689	0.474
chr16	619229	619429	201	11	122	0.607	0.597
chr16	622671	624033	1363	132	961	0.705	0.78
chr16	625760	627536	1777	174	1228	0.691	0.835
chr16	631706	632689	984	128	761	0.773	0.87
chr16	636563	636804	242	20	179	0.74	0.605
chr16	638755	640218	1464	153	1065	0.727	0.79
chr16	641893	642110	218	16	153	0.702	0.596
chr16	642549	642652	104	7	66	0.635	0.71
chr16	644009	644105	97	10	52	0.536	1.437
chr16	644947	646511	1565	100	1088	0.695	0.529
chr16	647686	647827	142	13	109	0.768	0.645
chr16	648001	648606	606	31	414	0.683	0.441
chr16	650663	651416	754	54	538	0.714	0.58
chr16	651620	652442	823	43	552	0.671	0.465
chr16	652737	653026	290	20	196	0.676	0.604
chr16	655240	655542	303	14	183	0.604	0.513
chr16	657905	659022	1118	121	818	0.732	0.816
chr16	660684	662029	1346	81	903	0.671	0.535
chr16	662528	662611	84	8	56	0.667	0.933
chr16	665476	665921	446	58	342	0.767	0.906
chr16	666736	667587	852	60	573	0.673	0.626
chr16	667789	668102	314	27	226	0.72	0.664
chr16	669456	672295	2840	229	1930	0.68	0.705
chr16	672636	675817	3182	262	2165	0.68	0.712
chr16	676777	677396	620	51	409	0.66	0.759
chr16	677594	677758	165	15	104	0.63	0.918
chr16	679350	679537	188	12	113	0.601	0.711
chr16	680080	680575	496	46	334	0.673	0.833
chr16	683573	685945	2373	220	1712	0.721	0.715
chr16	686840	687403	564	36	377	0.668	0.574
chr16	690440	691453	1014	93	724	0.714	0.72
chr16	695078	696682	1605	190	1226	0.764	0.812
chr16	704495	705986	1492	180	1149	0.77	0.814
chr16	706889	707313	425	25	290	0.682	0.509
chr16	710703	712416	1714	179	1261	0.736	0.772
chr16	716659	719864	3206	302	2277	0.71	0.749
chr16	723694	723861	168	16	121	0.72	0.735
chr16	724319	725036	718	48	459	0.639	0.659
chr16	727103	727521	419	22	232	0.554	0.685
chr16	730233	731375	1143	112	812	0.71	0.777
chr16	738250	738664	415	25	254	0.612	0.644
chr16	741329	741649	321	15	181	0.564	0.592
chr16	741805	741992	188	17	129	0.686	0.837
chr16	749364	750043	680	31	399	0.587	0.532
chr16	751030	751129	100	10	68	0.68	0.877
chr16	754863	755778	916	64	642	0.701	0.569
chr16	756791	757151	361	19	240	0.665	0.478
chr16	757404	758537	1134	87	838	0.739	0.787
chr16	764804	765742	939	64	669	0.712	0.54
chr16	770627	770778	152	7	89	0.586	0.701
chr16	772897	773044	148	13	111	0.75	0.627
chr16	775747	776401	655	43	464	0.708	0.524
chr16	776936	777950	1015	68	685	0.675	0.591
chr16	778068	779671	1604	173	1182	0.737	0.795
chr16	781380	783313	1934	115	1268	0.656	0.558
chr16	784133	784777	645	37	435	0.674	0.523
chr16	785012	785869	858	54	618	0.72	0.497
chr16	786006	786230	225	13	144	0.64	0.564
chr16	786365	786807	443	24	291	0.657	0.503
chr16	790303	790726	424	36	305	0.719	0.659
chr16	793121	793567	447	21	286	0.64	0.459
chr16	794235	794811	577	28	346	0.6	0.544
chr16	797396	798695	1300	110	824	0.634	0.843
chr16	803280	803978	699	68	498	0.712	0.769
chr16	807095	807823	729	63	487	0.668	0.775
chr16	813440	813780	341	23	187	0.548	0.942
chr16	814311	815629	1319	86	879	0.666	0.587
chr16	815831	816240	410	22	195	0.476	0.953
chr16	817057	817915	859	46	527	0.614	0.57
chr16	818832	818992	161	12	119	0.739	0.56
chr16	820321	821066	746	47	456	0.611	0.675
chr16	822785	823213	429	24	276	0.643	0.541
chr16	823656	823854	199	9	115	0.578	0.542
chr16	829208	829435	228	11	124	0.544	0.67
chr16	831284	831679	396	17	235	0.593	0.497
chr16	831810	831969	160	15	116	0.725	0.714
chr16	832149	832536	388	22	256	0.66	0.523
chr16	833099	833360	262	12	154	0.588	0.53
chr16	833825	833998	174	11	117	0.672	0.621
chr16	834574	835666	1093	75	669	0.612	0.735
chr16	836527	837258	732	53	400	0.546	0.971
chr16	837602	838513	912	40	576	0.632	0.442
chr16	838629	839255	627	42	381	0.608	0.729
chr16	840241	841026	786	52	416	0.529	1.034
chr16	844511	844654	144	10	95	0.66	0.642
chr16	846999	849898	2900	219	1833	0.632	1.01
chr16	851716	852064	349	17	173	0.496	0.793
chr16	860928	861190	263	15	183	0.696	0.48
chr16	862067	862177	111	8	75	0.676	0.632
chr16	863201	863661	461	32	306	0.664	0.63
chr16	863855	865162	1308	77	861	0.658	0.547
chr16	866054	866534	481	33	293	0.609	0.743
chr16	867529	867828	300	19	175	0.583	0.746
chr16	868051	869104	1054	60	652	0.619	0.599
chr16	869518	869896	379	28	263	0.694	0.622
chr16	876204	877169	966	50	662	0.685	0.473
chr16	877347	877704	358	21	243	0.679	0.509
chr16	878015	878300	286	20	197	0.689	0.598
chr16	881949	882258	310	19	188	0.606	0.674
chr16	882815	883602	788	44	495	0.628	0.566
chr16	884026	886704	2679	164	1792	0.669	0.549
chr16	887069	887430	362	20	226	0.624	0.583
chr16	888931	889954	1024	53	614	0.6	0.576
chr16	891567	891820	254	14	151	0.594	0.63
chr16	893203	895304	2102	110	1375	0.654	0.489
chr16	899461	899968	508	36	316	0.622	0.736
chr16	900121	900593	473	26	281	0.594	0.624
chr16	901019	901314	296	11	158	0.534	0.522
chr16	901951	903481	1531	88	975	0.637	0.567
chr16	903840	903997	158	10	91	0.576	0.764
chr16	906298	906404	107	8	68	0.636	0.743
chr16	906963	907586	624	46	397	0.636	0.731
chr16	907957	909240	1284	70	748	0.583	0.643
chr16	909919	910383	465	26	306	0.658	0.575
chr16	910865	911113	249	12	161	0.647	0.462
chr16	911321	911823	503	32	309	0.614	0.676
chr16	912511	913144	634	45	354	0.558	1.175
chr16	916140	916575	436	22	211	0.484	0.911
chr16	917695	918160	466	24	273	0.586	0.6
chr16	919522	920200	679	43	420	0.619	0.664
chr16	921361	922135	775	41	447	0.577	0.64
chr16	922270	922445	176	13	126	0.716	0.602
chr16	922895	922973	79	9	54	0.684	0.997
chr16	923871	924178	308	16	192	0.623	0.538
chr16	928929	929092	164	6	86	0.524	0.533
chr16	929263	929697	435	32	277	0.637	0.736
chr16	930022	930287	266	12	160	0.602	0.504
chr16	937781	941831	4051	159	2108	0.52	0.58
chr16	944916	946240	1325	79	700	0.528	0.887
chr16	950386	952891	2506	174	1474	0.588	0.808
chr16	954819	955112	294	22	172	0.585	0.876
chr16	956391	956640	250	14	124	0.496	0.959
chr16	957404	958151	748	41	466	0.623	0.567
chr16	959530	961297	1768	158	1226	0.693	0.743
chr16	962385	962619	235	14	165	0.702	0.484
chr16	964262	964384	123	8	85	0.691	0.547
chr16	964511	964818	308	19	219	0.711	0.492
chr16	966752	966999	248	14	158	0.637	0.565
chr16	967384	967607	224	16	154	0.688	0.61
chr16	969935	971281	1347	145	1006	0.747	0.773
chr16	971414	975950	4537	379	3150	0.694	0.693
chr16	976180	976289	110	8	75	0.682	0.627
chr16	977041	978043	1003	62	665	0.663	0.563
chr16	980403	980575	173	11	117	0.676	0.558
chr16	981196	981297	102	11	71	0.696	0.912
chr16	987608	988052	445	31	299	0.672	0.617
chr16	990312	990513	202	11	115	0.569	0.672
chr16	992530	992945	416	30	257	0.618	0.758
chr16	996934	997037	104	10	68	0.654	0.929
chr16	1000495	1002337	1843	96	1207	0.655	0.491
chr16	1009329	1010178	850	64	547	0.644	0.727
chr16	1011121	1011953	833	44	560	0.672	0.468
chr16	1012434	1013626	1193	66	785	0.658	0.515
chr16	1014160	1014519	360	20	243	0.675	0.488
chr16	1015823	1016286	464	28	257	0.554	0.8
chr16	1016491	1017774	1284	64	798	0.621	0.519
chr16	1017903	1018015	113	10	87	0.77	0.642
chr16	1018211	1018353	143	10	93	0.65	0.662
chr16	1018612	1019026	415	28	291	0.701	0.549
chr16	1020191	1020734	544	40	384	0.706	0.592
chr16	1028292	1028866	575	36	372	0.647	0.613
chr16	1030324	1030624	301	26	223	0.741	0.692
chr16	1032783	1034521	1739	99	1225	0.704	0.46
chr16	1034667	1034862	196	19	134	0.684	0.845
chr16	1035327	1036005	679	38	467	0.688	0.474
chr16	1036357	1036834	478	30	349	0.73	0.48
chr16	1038625	1039153	529	32	380	0.718	0.472
chr16	1040287	1041147	861	53	521	0.605	0.675
chr16	1050927	1051229	303	21	202	0.667	0.624
chr16	1051871	1052556	686	42	462	0.673	0.543
chr16	1053703	1053950	248	17	170	0.685	0.589
chr16	1055393	1056088	696	62	482	0.693	0.785
chr16	1056262	1056499	238	21	170	0.714	0.737
chr16	1056709	1056949	241	12	150	0.622	0.516
chr16	1060287	1060401	115	9	74	0.643	0.761
chr16	1061908	1062056	149	14	108	0.725	0.724
chr16	1062631	1063011	381	46	305	0.801	0.787
chr16	1068263	1068649	387	27	274	0.708	0.557
chr16	1068820	1070355	1536	127	1049	0.683	0.709
chr16	1071441	1071628	188	15	128	0.681	0.689
chr16	1073151	1073259	109	9	74	0.679	0.725
chr16	1078335	1078548	214	15	138	0.645	0.678
chr16	1078698	1078878	181	11	116	0.641	0.641
chr16	1079815	1079923	109	10	77	0.706	0.746
chr16	1082060	1084089	2030	159	1280	0.631	0.844
