chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chrU	6695088	6695196	109	16	52	0.477	2.679
chrU	6711201	6714121	2921	363	1810	0.62	1.371
chrU	6773985	6774922	938	115	574	0.612	1.372
chrU	6775396	6776409	1014	127	618	0.609	1.424
chrU	6777544	6777741	198	25	119	0.601	1.443
chrU	6828403	6828728	326	45	192	0.589	1.637
chrU	6828959	6830218	1260	147	768	0.61	1.29
chrU	6847299	6849714	2416	299	1478	0.612	1.383
chrU	6862820	6865473	2654	331	1639	0.618	1.389
chrU	6865987	6866352	366	45	221	0.604	1.384
chrU	6867921	6868655	735	90	452	0.615	1.335
chrU	6924672	6925404	733	87	451	0.615	1.288
chrU	7005792	7007710	1919	233	1175	0.612	1.347
chrU	7070519	7070845	327	41	204	0.624	1.33
chrU	7071058	7072432	1375	154	821	0.597	1.302
chrU	7099554	7101474	1921	228	1165	0.606	1.325
chrU	7314595	7316033	1439	195	908	0.631	1.46
chrU	7364319	7365936	1618	197	982	0.607	1.346
chrU	7401858	7402334	477	58	290	0.608	1.375
chrU	7402645	7403069	425	59	272	0.64	1.392
chrU	7435561	7436158	598	66	357	0.597	1.293
chrU	7450096	7450747	652	78	397	0.609	1.322
chrU	7451089	7451209	121	17	73	0.603	1.595
chrU	7451381	7451633	253	31	151	0.597	1.421
chrU	7455089	7456813	1725	203	1040	0.603	1.318
chrU	7462949	7463617	669	78	410	0.613	1.271
chrU	7480591	7482299	1709	191	1026	0.6	1.282
chrU	7614513	7614810	298	37	180	0.604	1.44
chrU	7615054	7615645	592	68	352	0.595	1.386
chrU	7734593	7735966	1374	159	834	0.607	1.287
chrU	7748904	7749074	171	24	84	0.491	2.348
chrU	7831855	7832270	416	52	258	0.62	1.326
chrU	7832727	7832929	203	29	124	0.611	1.572
chrU	7869183	7869346	164	21	101	0.616	1.4
chrU	7869487	7869936	450	55	272	0.604	1.378
chrU	7908243	7908994	752	100	478	0.636	1.377
chrU	7909809	7909952	144	22	97	0.674	1.413
chrU	8170690	8170973	284	33	173	0.609	1.265
chrU	8195730	8196669	940	109	578	0.615	1.26
chrU	8196799	8196985	187	24	115	0.615	1.404
chrU	8226545	8226863	319	45	204	0.639	1.435
chrU	8305319	8306064	746	86	457	0.613	1.273
chrU	8383312	8384525	1214	151	767	0.632	1.298
chrU	8390150	8390337	188	25	118	0.628	1.399
chrU	8483825	8484136	312	40	198	0.635	1.333
chrU	8542864	8543436	573	68	347	0.606	1.325
chrU	8621956	8622239	284	35	171	0.602	1.381
chrU	8807716	8808096	381	58	245	0.643	1.557
chrU	8824127	8824687	561	69	341	0.608	1.362
chrU	8835703	8835821	119	16	64	0.538	1.876
chrU	9048079	9048712	634	86	397	0.626	1.484
chrU	9157441	9158114	674	82	410	0.608	1.344
chrU	9414303	9414754	452	57	277	0.613	1.383
chrU	9492794	9492971	178	25	111	0.624	1.509
chrU	9822354	9822657	304	39	186	0.612	1.431
chrU	9962816	9962954	139	22	93	0.669	1.452
chrX	1377301	1377601	301	33	150	0.498	1.83
chrX	2482517	2482701	185	25	98	0.53	1.939
chrX	2536769	2537128	360	38	180	0.5	1.702
chrX	2537591	2537751	161	24	97	0.602	1.76
chrX	3024937	3025356	420	38	211	0.502	1.462
chrX	3028740	3028945	206	22	112	0.544	1.447
chrX	3185585	3185792	208	26	128	0.615	1.325
chrX	3189201	3189343	143	25	84	0.587	2.103
chrX	3666881	3667069	189	22	86	0.455	2.268
chrX	3969742	3970066	325	35	162	0.498	1.734
chrX	4979774	4979886	113	12	60	0.531	1.55
chrX	5074978	5075277	300	30	154	0.513	1.586
chrX	5207631	5207793	163	23	105	0.644	1.381
chrX	5219114	5219261	148	21	96	0.649	1.424
chrX	5561970	5562776	807	105	481	0.596	1.492
chrX	5640953	5641088	136	22	90	0.662	1.526
chrX	5686641	5687842	1202	147	657	0.547	1.71
chrX	5983969	5984157	189	21	100	0.529	1.598
chrX	7176321	7176654	334	45	206	0.617	1.417
chrX	7889593	7889695	103	14	58	0.563	1.717
chrX	8303795	8304152	358	43	195	0.545	1.623
chrX	8396082	8396411	330	40	177	0.536	1.686
chrX	8411378	8411520	143	17	72	0.503	1.899
chrX	8575615	8575784	170	17	73	0.429	2.24
chrX	8699749	8699986	238	38	149	0.626	1.63
chrX	9038100	9038543	444	67	265	0.597	1.71
chrX	9250047	9250207	161	18	73	0.453	2.226
chrX	9579668	9579799	132	15	71	0.538	1.587
chrX	9864909	9865101	193	26	98	0.508	2.122
chrX	10368279	10368442	164	19	93	0.567	1.519
chrX	10496310	10496463	154	22	102	0.662	1.335
chrX	10645801	10645906	106	12	51	0.481	1.957
chrX	10784850	10785057	208	25	111	0.534	1.689
chrX	11018367	11018576	210	25	112	0.533	1.688
chrX	11020182	11020415	234	29	141	0.603	1.371
chrX	11246288	11246679	392	48	234	0.597	1.375
chrX	11457761	11458519	759	90	444	0.585	1.539
chrX	11577507	11577773	267	40	167	0.625	1.541
chrX	11919953	11920288	336	37	183	0.545	1.505
chrX	11923044	11923142	99	13	57	0.576	1.585
chrX	12357588	12357775	188	19	88	0.468	1.849
chrX	12493896	12494049	154	20	89	0.578	1.601
chrX	12636438	12636607	170	22	99	0.582	1.539
chrX	12638128	12638246	119	17	64	0.538	1.978
chrX	12639297	12639545	249	32	133	0.534	1.803
chrX	12641312	12641420	109	15	65	0.596	1.566
chrX	12793267	12793376	110	15	64	0.582	1.618
chrX	12927791	12927902	112	22	73	0.652	1.85
chrX	13536177	13536369	193	27	105	0.544	1.93
chrX	14095889	14096496	608	76	393	0.646	1.219
chrX	14137658	14137892	235	25	118	0.502	1.749
chrX	14216163	14216608	446	57	248	0.556	1.681
chrX	14547713	14547921	209	32	111	0.531	2.186
chrX	15193059	15193153	95	17	59	0.621	1.9
chrX	15392911	15393149	239	40	156	0.653	1.593
chrX	15520391	15520512	122	17	62	0.508	2.274
chrX	16205955	16206625	671	85	426	0.635	1.257
chrX	16967059	16967217	159	26	102	0.642	1.629
chrX	17027440	17027582	143	16	76	0.531	1.602
chrX	17662489	17662655	167	24	99	0.593	1.698
chrX	17957264	17957517	254	34	148	0.583	1.596
chrX	18169568	18170206	639	72	347	0.543	1.544
chrX	18176387	18176624	238	27	132	0.555	1.58
chrX	18757984	18758151	168	18	85	0.506	1.714
chrX	18786256	18786591	336	48	217	0.646	1.472
chrX	18787072	18787518	447	57	293	0.655	1.196
chrX	18824263	18824568	306	39	163	0.533	1.821
chrX	19392194	19392464	271	38	148	0.546	1.889
chrX	19401414	19401521	108	13	64	0.593	1.383
chrX	19401800	19401888	89	15	61	0.685	1.445
chrX	19531986	19532385	400	36	200	0.5	1.473
chrX	19609331	19609680	350	37	171	0.489	1.776
chrX	19636721	19637075	355	42	205	0.577	1.444
chrX	19677520	19677677	158	22	96	0.608	1.541
chrX	19769963	19770173	211	28	107	0.507	2.086
chrX	20389178	20389488	311	40	182	0.585	1.507
chrX	21893395	21893515	121	15	65	0.537	1.722
chrX	22276815	22276928	114	19	73	0.64	1.697
